ID	Posted	user	Text
792384476080959488	2016-10-29 15:15:55 +0000	michaelhoffman	Now: @abarysh: Functional annotation and visualization of large-scale biological networks #biodata16
792383695822819329	2016-10-29 15:12:49 +0000	colliand	RT @TiffanyTimbers: Heard at #BioData16: the future of genome assembly representations are graph genomes, but we need to dev standardized formats & tool support
792383542474969088	2016-10-29 15:12:12 +0000	markgerstein	RT @TiffanyTimbers: Link to slides about the Master's of Data Science program @UBC in Vancouver, Canada: https://t.co/hxRjOSBdvd #BioData16
792383485990371328	2016-10-29 15:11:59 +0000	markgerstein	RT @ashissaha123: Online Computational Biology Curriculum: https://t.co/V7FTehCLpa #BioData16
792383423897829376	2016-10-29 15:11:44 +0000	johnny_israeli	Had a great time hanging out with @DCGenomics and @yosons who created the #BioData16 drawings. Keep up the good wor… https://t.co/XggRot4lzZ
792381512347971584	2016-10-29 15:04:08 +0000	markgerstein	@hexheadtn @jtleek The beginning of time as far as data science is concerned #BioData16
792381378625150976	2016-10-29 15:03:37 +0000	DCGenomics	RT @yosons: Valerie Schneider #BioData16 https://t.co/rPaMDTRygy
792381055454052352	2016-10-29 15:02:20 +0000	markgerstein	RT @jtleek: Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792380839669669889	2016-10-29 15:01:28 +0000	ruhulsbu	#BioData16 Presentation on NanoBLASTer: Fast Alignment and Characterization of Oxford Nanopore Long Noisy Reads https://t.co/ALb6QMCwMT
792380179029131265	2016-10-29 14:58:51 +0000	EBiederstedt	.@dnadiver Penultimate slide: need infrastructure for graph genomes: storage, annotation, browsers. Let's get to work, people! #BioData16
792380156769865728	2016-10-29 14:58:45 +0000	hrksrkr	RT @jtleek: . @markgerstein says genomics are the hipsters of data science. We were there before it was cool. #BioData16
792379549476593668	2016-10-29 14:56:20 +0000	TiffanyTimbers	Heard at #BioData16: the future of genome assembly representations are graph genomes, but we need to dev standardized formats & tool support
792379494648643585	2016-10-29 14:56:07 +0000	__yoson__	Valerie Schneider #BioData16 https://t.co/rPaMDTRygy
792377728209133568	2016-10-29 14:49:06 +0000	denisyuen	RT @morgantaschuk: Drop by Poster #106 for my plea for a few changes to make your software robust enough to use in workflows #BioData16 https://t.co/0sN5tDv2ok
792377621946458112	2016-10-29 14:48:41 +0000	Daniel_B_Roche	"RT @iddux: SY: with >1M genomic variants, how do we identify causal variants #BioData16  Also ""functionalize"" == assign function?"
792377395214946304	2016-10-29 14:47:47 +0000	iddux	@dnadiver: adding patches without disrupting genomic coordinates #BioData16
792377140872445952	2016-10-29 14:46:46 +0000	iddux	@dnadiver the reference genomes are not haplotypes anymore, but rather a muti-allele representation. #BioData16
792377048090173441	2016-10-29 14:46:24 +0000	janjwesselink	RT @Han_Fang_: NGM-LR from @philres1 and @mike_schatz is available here: https://t.co/wcDrC2WRQZ #BioData16
792376000696971264	2016-10-29 14:42:14 +0000	Daniel_B_Roche	RT @iddux: Poster 119. Critical Assessment of Function Annotation.  You really should see this #biodata16
792375518159077376	2016-10-29 14:40:19 +0000	iddux	@dnadiver: @GenomeRef not just for human genomes. #BioData16
792375223135920128	2016-10-29 14:39:09 +0000	iddux	TIL there's a genome reference consortium. @GenomeRef https://t.co/0qlhdYJ1B3 #BioData16 @dnadiver
792374942562123776	2016-10-29 14:38:02 +0000	JayPykw	RT @yosons: Benedict Paten, Guillaume Bourque, Kasper Hansen, Aleks Milosavljevic #BioData16 https://t.co/sH5JBcSv1a
792374600151752704	2016-10-29 14:36:40 +0000	Daniel_B_Roche	RT @iddux: Corresponding author on said paper is Susan Lindquist, who has sadly passed away yesterday. #BioData16 https://t.co/ttQiaC06sS
792374591310204928	2016-10-29 14:36:38 +0000	iddux	Next: @dnadiver on the evolving human reference genome assembly drives changes in data management &  representation #biodata16
792370856534179840	2016-10-29 14:21:48 +0000	DCGenomics	"RT @JasonWilliamsNY: .@TiffanyTimbers - @swcarpentry workshops help wet-lab biologists ""get their feet dry"" #BioData16"
792370686232784896	2016-10-29 14:21:07 +0000	zach_cp	RT @jtleek: Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792370048396627968	2016-10-29 14:18:35 +0000	jhsiao999	RT @lpachter: Excited for the start of #biodata16 this evening. The conference cover has math equations- first time that I know o… https://t.co/T79xYnmFVh
792370037491466242	2016-10-29 14:18:33 +0000	joseerlang	RT @sedlazeck: Slides about Sniffles + NGM-LR: SV detection with long reads. Special thanks to @mike_schatz + @philres1. #biodata16 https://t.co/8LGuZqjVis
792369922684977152	2016-10-29 14:18:05 +0000	joseerlang	RT @jtleek: Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792369632132882432	2016-10-29 14:16:56 +0000	EBiederstedt	RT @yosons: Benedict Paten, Guillaume Bourque, Kasper Hansen, Aleks Milosavljevic #BioData16 https://t.co/sH5JBcSv1a
792368575042301952	2016-10-29 14:12:44 +0000	BarbaraClayton	RT @jtleek: Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792368124838412288	2016-10-29 14:10:57 +0000	marianattestad	RT @jtleek: Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792368113350246400	2016-10-29 14:10:54 +0000	michaelhoffman	@yosons It was actually Brian O'Connor standing in for @BenedictPaten #biodata16
792367856688173058	2016-10-29 14:09:53 +0000	__yoson__	Benedict Paten, Guillaume Bourque, Kasper Hansen, Aleks Milosavljevic #BioData16 https://t.co/sH5JBcSv1a
792367240310030336	2016-10-29 14:07:26 +0000	amrojasmendoza	RT @iddux: The IHEC data portal: https://t.co/yrvcPMfY2F #BioData16 @guilbourque
792366217017294848	2016-10-29 14:03:22 +0000	mike_schatz	RT @jtleek: Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792366145844219904	2016-10-29 14:03:05 +0000	mike_schatz	"RT @michaelhoffman: BO: Dockstore @DockstoreOrg https://t.co/heIjjIIaVG
Toil: https://t.co/GnoO2KrAil #biodata16"
792366105570451457	2016-10-29 14:02:55 +0000	mike_schatz	RT @iddux: @KasperDHansen #BioData16  https://t.co/9YE174iLUs
792366098264055808	2016-10-29 14:02:53 +0000	guilbourque	RT @iddux: The IHEC data portal: https://t.co/yrvcPMfY2F #BioData16 @guilbourque
792365943854919680	2016-10-29 14:02:17 +0000	4a6a5a	RT @sedlazeck: Slides about Sniffles + NGM-LR: SV detection with long reads. Special thanks to @mike_schatz + @philres1. #biodata16 https://t.co/8LGuZqjVis
792365677285892100	2016-10-29 14:01:13 +0000	EBiederstedt	RT @pjtatlow: Mystery solved. K-mers Alone Lose Lots of Information Strong Together Only (kallisto). #BioData16 @lpachter
792365492505833472	2016-10-29 14:00:29 +0000	michaelhoffman	AM: Interested in EV- and exRNA-mediated paracrine communication between immune, cancer, and stromal cells #biodata16
792365371747622912	2016-10-29 14:00:00 +0000	michaelhoffman	AM: Lots of extracellular RNAs. Within exosomes, vesicles. #biodata16
792364670866878464	2016-10-29 13:57:13 +0000	michaelhoffman	Now: Alex Milosavljevic: exRNA Atlas—data+tools+pathway knowledge to interpret extracellular RNA from human bodily fluids #biodata16
792363733527953408	2016-10-29 13:53:30 +0000	michaelhoffman	KH @biorxivpreprint https://t.co/VSrGD59Cqp #biodata16
792363404124037120	2016-10-29 13:52:11 +0000	JovMaksimovic	RT @jtleek: Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792361919105687552	2016-10-29 13:46:17 +0000	michaelhoffman	KH: Experiment with WGBS with CAST and BL6 mice, and align to wrong genome. #biodata16
792361485192327168	2016-10-29 13:44:34 +0000	michaelhoffman	KH: In bisulfite sequencing if you have a CG → TG mutation, it shows up as 0% methylation but it's actually a mutation #biodata16
792361338567815168	2016-10-29 13:43:59 +0000	iddux	@KasperDHansen #BioData16  https://t.co/9YE174iLUs
792361055548760064	2016-10-29 13:42:51 +0000	michaelhoffman	KH: Mapping bias is when you do reference-guided alignment and reference genome ≠ sample genome. Which is always. #biodata16
792361035600687104	2016-10-29 13:42:46 +0000	OWallerman	RT @sedlazeck: Slides about Sniffles + NGM-LR: SV detection with long reads. Special thanks to @mike_schatz + @philres1. #biodata16 https://t.co/8LGuZqjVis
792360844646580224	2016-10-29 13:42:01 +0000	michaelhoffman	Now: @KasperDHansen: Choice of reference genome can introduce massive bias in bisulfite sequencing data #biodata16
792359596782415872	2016-10-29 13:37:03 +0000	michaelhoffman	RT @iddux: The IHEC data portal: https://t.co/yrvcPMfY2F #BioData16 @guilbourque
792359329513037824	2016-10-29 13:36:00 +0000	mike_schatz	RT @sedlazeck: Slides about Sniffles + NGM-LR: SV detection with long reads. Special thanks to @mike_schatz + @philres1. #biodata16 https://t.co/8LGuZqjVis
792358771628670976	2016-10-29 13:33:47 +0000	iddux	The IHEC data portal: https://t.co/yrvcPMfY2F #BioData16 @guilbourque
792357673673093120	2016-10-29 13:29:25 +0000	iddux	@guilbourque on challenges of collaborating in a large consortium, from rime zones, to different funding agencies & rules #BioData16
792357047543226368	2016-10-29 13:26:56 +0000	iddux	@guilbourque fron @IHEC_Epigenomes on a plantofrm for epigenomic data management. #BioData16
792356989024210944	2016-10-29 13:26:42 +0000	iddux	"As a microbiologist, the name ""IHEC consortium"" made me giggle a bit. #BioData16"
792356157998399488	2016-10-29 13:23:23 +0000	michaelhoffman	Now: @guilbourque 🍁: @IHEC_Epigenomes Data Portal—a resource for discovering, analysing and sharing epigenomics data #biodata16
792356122892103680	2016-10-29 13:23:15 +0000	paulbfrandsen	RT @TiffanyTimbers: Last morning @CSHL #BioData16, thanks to organizers @jtleek @mike_schatz & Bonnie Berger for a fantastic meeting!… https://t.co/uVNpwbbmGw
792356010514116608	2016-10-29 13:22:48 +0000	TiffanyTimbers	"RT @michaelhoffman: BO: Dockstore @DockstoreOrg https://t.co/heIjjIIaVG
Toil: https://t.co/GnoO2KrAil #biodata16"
792355895971807233	2016-10-29 13:22:21 +0000	iddux	"RT @michaelhoffman: BO: Dockstore @DockstoreOrg https://t.co/heIjjIIaVG
Toil: https://t.co/GnoO2KrAil #biodata16"
792355829890420736	2016-10-29 13:22:05 +0000	jscover00	RT @michaelhoffman: BO: Toil: massively parallel workflows and fire-breathing dragon slugs #biodata16
792355538755391488	2016-10-29 13:20:56 +0000	jscover00	"RT @michaelhoffman: BO: Dockstore @DockstoreOrg https://t.co/heIjjIIaVG
Toil: https://t.co/GnoO2KrAil #biodata16"
792355323864555520	2016-10-29 13:20:05 +0000	michaelhoffman	"BO: Dockstore @DockstoreOrg https://t.co/heIjjIIaVG
Toil: https://t.co/GnoO2KrAil #biodata16"
792355209594961920	2016-10-29 13:19:37 +0000	morgantaschuk	.@boconnor shout out to @denisyuen for his work on @DockstoreOrg (among others). #BioData16
792355187432288257	2016-10-29 13:19:32 +0000	iddux	RT @michaelhoffman: BO: Toil: massively parallel workflows and fire-breathing dragon slugs #biodata16
792354543627595776	2016-10-29 13:16:59 +0000	michaelhoffman	BO: Toil: massively parallel workflows and fire-breathing dragon slugs #biodata16
792354522584809473	2016-10-29 13:16:54 +0000	morgantaschuk	BO: @GA4GH is working on APIs for tool execution, tool registry, and workflow execution. https://t.co/TytFThEiee #BioData16
792353831908696064	2016-10-29 13:14:09 +0000	morgantaschuk	BO: Soon: workflow DAG tools, more testing abilities, launch by anyone, signed Dockers. Roadmap: https://t.co/WgbOmjrogd #BioData16
792353822136033280	2016-10-29 13:14:07 +0000	apollo_bbop	Need to put Apollo on @DockStoreOrg.  Really nice system.  #BioData16
792353766100111360	2016-10-29 13:13:53 +0000	tommiandreani	RT @jtleek: Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792353635644637184	2016-10-29 13:13:22 +0000	gerlach_d	RT @morgantaschuk: Drop by Poster #106 for my plea for a few changes to make your software robust enough to use in workflows #BioData16 https://t.co/0sN5tDv2ok
792353507953217537	2016-10-29 13:12:52 +0000	michaelhoffman	"@morgantaschuk But CWL is ""see-double-yoo-ell"" #biodata16"
792353431453401088	2016-10-29 13:12:33 +0000	TiffanyTimbers	RT @jtleek: Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792353322732810240	2016-10-29 13:12:08 +0000	morgantaschuk	"@michaelhoffman @quayio Also WDL is ""whittle"" #BioData16"
792353230122586112	2016-10-29 13:11:45 +0000	morgantaschuk	BO: Docker images used to run the same workflows in diverse environments of the PCAWG, with CWL and WDL. #biodata16 https://t.co/4rNSGgRnPl
792353165425401856	2016-10-29 13:11:30 +0000	michaelhoffman	RT @jtleek: Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792353126804254720	2016-10-29 13:11:21 +0000	michaelhoffman	"TIL @quayio is pronounced ""kway"". #biodata16"
792353081560211456	2016-10-29 13:11:10 +0000	innova_scape	RT  Last morning @CSHL #BioData16, thanks to organizers @jtleek @mike_schatz & Bonnie Berger for a fantastic…… https://t.co/vL3Ry0tXUz
792352661647523840	2016-10-29 13:09:30 +0000	jtleek	Slides from our education forum at #biodata16 with @michaelhoffman @markgerstein @TiffanyTimbers & @marianattestad https://t.co/w3KLgk91dH
792352391492464640	2016-10-29 13:08:25 +0000	morgantaschuk	Starting the last day of #biodata16, @boconnor on @DockstoreOrg with the Pancancer Analysis of Whole Genomes (PCAWG). #BioData16
792352065863442432	2016-10-29 13:07:08 +0000	jtleek	RT @TiffanyTimbers: Last morning @CSHL #BioData16, thanks to organizers @jtleek @mike_schatz & Bonnie Berger for a fantastic meeting!… https://t.co/uVNpwbbmGw
792351475972333568	2016-10-29 13:04:47 +0000	TiffanyTimbers	Last morning @CSHL #BioData16, thanks to organizers @jtleek @mike_schatz & Bonnie Berger for a fantastic meeting!… https://t.co/uVNpwbbmGw
792344962230804480	2016-10-29 12:38:54 +0000	philres1	RT @sedlazeck: Slides about Sniffles + NGM-LR: SV detection with long reads. Special thanks to @mike_schatz + @philres1. #biodata16 https://t.co/8LGuZqjVis
792342727795040256	2016-10-29 12:30:01 +0000	sedlazeck	Slides about Sniffles + NGM-LR: SV detection with long reads. Special thanks to @mike_schatz + @philres1. #biodata16 https://t.co/8LGuZqjVis
792339390487986176	2016-10-29 12:16:46 +0000	mjmrsc	RT @morgantaschuk: BB: All the code from #NCBIHackathons goes on https://t.co/XZXdwF9g15 #BioData16
792339276251922432	2016-10-29 12:16:19 +0000	mjmrsc	"RT @johnny_israeli: Posting my ""How to train your DragoNN"" talk at #BioData16: https://t.co/8AlRaue7gv"
792333583570599936	2016-10-29 11:53:41 +0000	sedlazeck	RT @yosons: Han Fang #biodata16 https://t.co/MKRxlxuzwt
792328090055766017	2016-10-29 11:31:52 +0000	lexnederbragt	RT @morgantaschuk: Whole genome graph creation from multiple assemblies. https://t.co/59AOLFzxaw #NCBIHackathons #biodata16 #CSHL
792327803685527553	2016-10-29 11:30:43 +0000	jtleek	RT @BenLangmead: Slides from my #BioData16 talk this morning https://t.co/Eo602WH9bS
792317515410001920	2016-10-29 10:49:50 +0000	hdeshmuk	RT @lpachter: OT: Warning: genomics may not benefit from the flexibility of deep learning, where even linear models can overfit #biodata16
792296065701670912	2016-10-29 09:24:36 +0000	Frank_Txu	RT @drpstew: Said to me at #BioData16: 'May your data flow smoothly.' I propose this as the new way to say goodbye for computational biologists.
792286903072591872	2016-10-29 08:48:12 +0000	Daniel_B_Roche	"RT @iddux: SY's slide: seems like large observation bias in literature leads to systems graphs being enriched.
#BioData16"
792276486199844864	2016-10-29 08:06:48 +0000	vallenet	RT @morgantaschuk: BB: All the code from #NCBIHackathons goes on https://t.co/XZXdwF9g15 #BioData16
792251126833963008	2016-10-29 06:26:02 +0000	kaiblin	RT @morgantaschuk: BB: All the code from #NCBIHackathons goes on https://t.co/XZXdwF9g15 #BioData16
792236360488800256	2016-10-29 05:27:22 +0000	morgantaschuk	RT @michaelhoffman: .@morgantaschuk's poster is very popular #biodata16 https://t.co/p263ND9KdY
792233657532489728	2016-10-29 05:16:37 +0000	ishengtsai	RT @BenLangmead: Slides from my #BioData16 talk this morning https://t.co/Eo602WH9bS
792226825435054080	2016-10-29 04:49:28 +0000	JasonWilliamsNY	RT @lacharlala: @Bioinfodotca is coming to New York next spring: https://t.co/DV3AnWj6M0 @cshlmeetings #biodata16
792226713459621888	2016-10-29 04:49:02 +0000	JasonWilliamsNY	RT @lpachter: Mark your calendars: the next Biological Data Science meeting @CSHL will be held November 7 -- 10, 2018 #biodata16 -> #biodata18
792226659218911233	2016-10-29 04:48:49 +0000	JasonWilliamsNY	RT @lacharlala: It's similar with @cshlmeetings compbio courses: ~80% of the trainees are grad students & postdocs. #biodata16
792218070286827520	2016-10-29 04:14:41 +0000	lh3lh3	RT @BenLangmead: Slides from my #BioData16 talk this morning https://t.co/Eo602WH9bS
792215665331535872	2016-10-29 04:05:07 +0000	ZhenghuiLi1	RT @stevepiccolo: Here is a link to the preprint from @pjtatlow's work on reprocessing RNA-Seq data in @googlecloud #biodata16 https://t.co/iLVG08RlKm
792194392903782400	2016-10-29 02:40:36 +0000	Janis3_14159	RT @markgerstein: .@bmneale: https://t.co/4EOqIqVU4O as a successor to exac #BioData16
792193437315502080	2016-10-29 02:36:48 +0000	WMSchatz	RT @michaelhoffman: #biodata16 @CSHLaboratory https://t.co/eKzBmM4bQH
792192736220831744	2016-10-29 02:34:01 +0000	OmicsOmicsBlog	RT @pjtatlow: Mystery solved. K-mers Alone Lose Lots of Information Strong Together Only (kallisto). #BioData16 @lpachter
792191535395708928	2016-10-29 02:29:14 +0000	jpummil	RT @drpstew: Said to me at #BioData16: 'May your data flow smoothly.' I propose this as the new way to say goodbye for computational biologists.
792190946599399425	2016-10-29 02:26:54 +0000	EBiederstedt	RT @michaelhoffman: LP: Pseudoalignment: K-mers Alone Lose Lots of Information Strong Together Only (KALLISTO) #biodata16
792190784850255872	2016-10-29 02:26:15 +0000	EBiederstedt	RT @morgantaschuk: Drop by Poster #106 for my plea for a few changes to make your software robust enough to use in workflows #BioData16 https://t.co/0sN5tDv2ok
792190772334452736	2016-10-29 02:26:12 +0000	EBiederstedt	RT @BenLangmead: Slides from my #BioData16 talk this morning https://t.co/Eo602WH9bS
792188857970110464	2016-10-29 02:18:36 +0000	tdseher	RT @morgantaschuk: Drop by Poster #106 for my plea for a few changes to make your software robust enough to use in workflows #BioData16 https://t.co/0sN5tDv2ok
792187227556159488	2016-10-29 02:12:07 +0000	micknudsen	What I looked most forward to at #BIODATA16 was poster number 92. The only one missing... https://t.co/Bs0pxOqosB
792186773401051136	2016-10-29 02:10:19 +0000	ajzellmer	"RT @JasonWilliamsNY: .@TiffanyTimbers - @swcarpentry workshops help wet-lab biologists ""get their feet dry"" #BioData16"
792184259792375808	2016-10-29 02:00:20 +0000	jwbelmon	RT @markgerstein: .@bmneale: https://t.co/4EOqIqVU4O as a successor to exac #BioData16
792174761111683072	2016-10-29 01:22:35 +0000	Keffy	RT @morgantaschuk: Drop by Poster #106 for my plea for a few changes to make your software robust enough to use in workflows #BioData16 https://t.co/0sN5tDv2ok
792167911116906497	2016-10-29 00:55:22 +0000	tollkuhn	Drinking QB stout from Molly Hammell's lab. Is this the first beer brewed at @CSHL? #BioData16 Cc @CSHLLibrary https://t.co/KTkFledWjW
792165320081477632	2016-10-29 00:45:04 +0000	big_data_flow	RT @jtleek: . @markgerstein says genomics are the hipsters of data science. We were there before it was cool. #BioData16
792164065720213506	2016-10-29 00:40:05 +0000	MrsLaviniaG	RT @morgantaschuk: Whole genome graph creation from multiple assemblies. https://t.co/59AOLFzxaw #NCBIHackathons #biodata16 #CSHL
792162130543931392	2016-10-29 00:32:24 +0000	iddux	RT @yosons: Han Fang #biodata16 https://t.co/MKRxlxuzwt
792161939619254272	2016-10-29 00:31:38 +0000	iddux	RT @BenLangmead: Slides from my #BioData16 talk this morning https://t.co/Eo602WH9bS
792160962900000768	2016-10-29 00:27:45 +0000	AGDAYWILL	RT @lpachter: Mark your calendars: the next Biological Data Science meeting @CSHL will be held November 7 -- 10, 2018 #biodata16 -> #biodata18
792160522963673088	2016-10-29 00:26:00 +0000	iddux	RT @TiffanyTimbers: Link to slides about the Master's of Data Science program @UBC in Vancouver, Canada: https://t.co/hxRjOSBdvd #BioData16
792159742210650113	2016-10-29 00:22:54 +0000	boxiangliu	RT @jtleek: . @markgerstein says genomics are the hipsters of data science. We were there before it was cool. #BioData16
792158156512194560	2016-10-29 00:16:36 +0000	Keffy	RT @michaelhoffman: .@morgantaschuk's poster is very popular #biodata16 https://t.co/p263ND9KdY
792157121567744000	2016-10-29 00:12:30 +0000	AbhiNellore	RT @BenLangmead: Slides from my #BioData16 talk this morning https://t.co/Eo602WH9bS
792154409056600066	2016-10-29 00:01:43 +0000	sjackman	RT @morgantaschuk: Whole genome graph creation from multiple assemblies. https://t.co/59AOLFzxaw #NCBIHackathons #biodata16 #CSHL
792152705137541120	2016-10-28 23:54:57 +0000	michaelhoffman	#biodata16 @CSHLaboratory https://t.co/eKzBmM4bQH
792152140181413888	2016-10-28 23:52:42 +0000	VicLJ	RT @TiffanyTimbers: Link to slides about the Master's of Data Science program @UBC in Vancouver, Canada: https://t.co/hxRjOSBdvd #BioData16
792151025532608514	2016-10-28 23:48:16 +0000	tangming2005	RT @iddux: A good time to plug the @iowastateu Bioinformatics & Computational Biology program https://t.co/NAhqLSZCml #biodata16
792150997498007552	2016-10-28 23:48:09 +0000	ruhulsbu	#BioData16: NanoBLASTer @ GitHub: https://t.co/ET3SsAMcHf from Schatz Lab, CSHL @mike_schatz and Data Science Lab, SBU.
792147044890578944	2016-10-28 23:32:27 +0000	jpummil	RT @TiffanyTimbers: Link to slides about the Master's of Data Science program @UBC in Vancouver, Canada: https://t.co/hxRjOSBdvd #BioData16
792142893817356289	2016-10-28 23:15:57 +0000	NatalieHenkhaus	"RT @JasonWilliamsNY: .@TiffanyTimbers - @swcarpentry workshops help wet-lab biologists ""get their feet dry"" #BioData16"
792136648700071936	2016-10-28 22:51:08 +0000	MColebrook	RT @TiffanyTimbers: Link to slides about the Master's of Data Science program @UBC in Vancouver, Canada: https://t.co/hxRjOSBdvd #BioData16
792131823430168576	2016-10-28 22:31:58 +0000	Keffy	"Seeing projects at #BioData16 devoted to lossless compression of data - I'm new to this field so I'm used to the ""storage is cheap"" mantra."
792130859268792320	2016-10-28 22:28:08 +0000	hrksrkr	RT @BenLangmead: Slides from my #BioData16 talk this morning https://t.co/Eo602WH9bS
792127438037872640	2016-10-28 22:14:32 +0000	GustavoBioinfo	RT @morgantaschuk: Whole genome graph creation from multiple assemblies. https://t.co/59AOLFzxaw #NCBIHackathons #biodata16 #CSHL
792127204545003520	2016-10-28 22:13:37 +0000	dr_navchand	RT @iddux: Corresponding author on said paper is Susan Lindquist, who has sadly passed away yesterday. #BioData16 https://t.co/ttQiaC06sS
792127145967489024	2016-10-28 22:13:23 +0000	gxr	"RT @iddux: @markgerstein ""when I got into this field I didn't expect to be in ""the sexiest job of the 21st C"" #BioData16 https://t.co/RdlplNH4sq"
792126904656547841	2016-10-28 22:12:25 +0000	CoreyWelch_STEM	RT @lacharlala: It's similar with @cshlmeetings compbio courses: ~80% of the trainees are grad students & postdocs. #biodata16
792126836159356928	2016-10-28 22:12:09 +0000	MrsLaviniaG	"RT @michaelhoffman: BN: Hail: https://t.co/nsOeObLM29
No paper yet but stuff is on @github #biodata16"
792126001635549185	2016-10-28 22:08:50 +0000	iddux	Poster 119. Critical Assessment of Function Annotation.  You really should see this #biodata16
792125413866737664	2016-10-28 22:06:30 +0000	assemblathon	RT @morgantaschuk: Whole genome graph creation from multiple assemblies. https://t.co/59AOLFzxaw #NCBIHackathons #biodata16 #CSHL
792125117857992704	2016-10-28 22:05:19 +0000	AntonioFabregat	Happy to meet my colleague @marcelakarey from @GrameneDatabase presenting the plant @reactome poster. Come to 107 i… https://t.co/wnMHleQPFI
